link,heading,desc,job_levels,languages,assessment_length,test_type,remote_testing,dataset_id
https://www.shl.com/products/product-catalog/view/c-programming-new/,C Programming (New),"Multi-choice test that measures the knowledge of C programming basics, functions, arrays, composed data types, and advanced C concepts like SLF, file handling and dynamic memory.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,Test Type:K,Remote Testing:,de55e5ad-798f-4b0b-9c9a-69930d4df117
https://www.shl.com/products/product-catalog/view/c-programming-new-4122/,C++ Programming (New),Multi-choice test that measures the knowledge of programming in the C++ language and the ability to use the C++ standard library to write code.,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,Test Type:K,Remote Testing:,bf80f710-b626-4dc1-80a2-c773c90f8e23
https://www.shl.com/products/product-catalog/view/cobol-programming-new/,COBOL Programming (New),"Multi-choice test that measures the knowledge of COBOL programming fundamentals, programming structure and different types of application processing.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,Test Type:K,Remote Testing:,1f807490-184f-4bda-80d3-96ace7624b45
https://www.shl.com/products/product-catalog/view/contact-center-call-simulation-new/,Contact Center Call Simulation (New),Simulation based test that measures the ability to handle customer concerns over a call by referring to standard process documents. It also measures typing and documentation skills.,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 15,Test Type:S,Remote Testing:,07c4955b-94b0-40d2-a617-0e948163a75b
https://www.shl.com/products/product-catalog/view/business-communication-adaptive/,Business Communication (adaptive),"This is an adaptive test that measures knowledge of communicating in the workplace. It measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. Designed for the average business worker, this test includes the following topics: Electronic Communication, Employment Communication, Listening, Meetings, Nonverbal Communication, Verbal Communication, and Written Communication.","Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 24,Test Type:K,Remote Testing:,9ef75767-b691-4921-b6a0-de7aa496d565
https://www.shl.com/products/product-catalog/view/core-java-advanced-level-new/,Core Java (Advanced Level) (New),"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, files and exception handling, and advanced Java concepts like generics, collections, threads, strings and concurrency.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 13,Test Type:K,Remote Testing:,4d5934eb-ca90-4cb1-b819-590f7890be94
https://www.shl.com/products/product-catalog/view/c-programming-new/,C Programming (New),"Multi-choice test that measures the knowledge of C programming basics, functions, arrays, composed data types, and advanced C concepts like SLF, file handling and dynamic memory.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,Test Type:K,Remote Testing:,8cc49a85-9683-417f-b134-d7b98233cd1c
https://www.shl.com/products/product-catalog/view/c-programming-new-4039/,C# Programming (New),"Multi-choice test that measures the knowledge of C# programming structure, functions, collections, enumeration, exception handling, OOPs constructs, inheritance, event handling and operator overloading.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9,Test Type:K,Remote Testing:,6b064d14-0100-4673-84be-2204f5669a4e
https://www.shl.com/products/product-catalog/view/c-programming-new-4122/,C++ Programming (New),Multi-choice test that measures the knowledge of programming in the C++ language and the ability to use the C++ standard library to write code.,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,Test Type:K,Remote Testing:,b37deb08-303f-44d7-a5f0-23c281fd77bb
https://www.shl.com/products/product-catalog/view/cardiology-and-diabetes-management-new/,Cardiology and Diabetes Management (New),"Multi-choice test that measures the knowledge of how to control and manage cardiovascular diseases and diabetes, and understanding of the diagnostic tests used for them.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 4,Test Type:K,Remote Testing:,08706860-b542-430f-8b75-c69eb8b5d909
https://www.shl.com/products/product-catalog/view/ceramic-engineering-new/,Ceramic Engineering (New),"Multi-choice test that measures the knowledge of classification of ceramic materials, production of ceramics and thermodynamics.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12,Test Type:K,Remote Testing:,7e3e325c-f046-4f1e-b26e-b47e5daa587a
https://www.shl.com/products/product-catalog/view/civil-engineering-new/,Civil Engineering (New),"Multi-choice test that measures the knowledge of structural engineering, transportation engineering, surveying, geotechnical engineering and water resources engineering.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 10,Test Type:K,Remote Testing:,362437cf-a656-4d6d-bbbc-c566d7903a69
https://www.shl.com/products/product-catalog/view/chemical-engineering-new/,Chemical Engineering (New),"Multi-choice test that measures the conceptual knowledge of transport phenomena, chemical process engineering and technology, chemical process principles, stoichiometry and process calculations.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 13,Test Type:K,Remote Testing:,cd0c64e6-77f5-416d-a4f3-9d8625051f65
https://www.shl.com/products/product-catalog/view/cisco-appdynamics-new/,Cisco AppDynamics (New),"Multi-choice test that measures the knowledge of application analytics, performance management, and AppDynamics essentials like controller UI, custom dashboard, reports and monitoring.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9,Test Type:K,Remote Testing:,db36bd8d-e892-434b-a037-20a4fd92b678
https://www.shl.com/products/product-catalog/view/chemical-engineering-new/,Chemical Engineering (New),"Multi-choice test that measures the conceptual knowledge of transport phenomena, chemical process engineering and technology, chemical process principles, stoichiometry and process calculations.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 13,Test Type:K,Remote Testing:,b9e51f2f-9333-42ed-b31a-296c19f01193
https://www.shl.com/products/product-catalog/view/civil-engineering-new/,Civil Engineering (New),"Multi-choice test that measures the knowledge of structural engineering, transportation engineering, surveying, geotechnical engineering and water resources engineering.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 10,Test Type:K,Remote Testing:,6cb264ea-fd25-4c73-8172-edfbb46050a9
https://www.shl.com/products/product-catalog/view/business-communication-adaptive/,Business Communication (adaptive),"This is an adaptive test that measures knowledge of communicating in the workplace. It measures the skills necessary to communicate effectively with coworkers at all levels and with external business contacts. Designed for the average business worker, this test includes the following topics: Electronic Communication, Employment Communication, Listening, Meetings, Nonverbal Communication, Verbal Communication, and Written Communication.","Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 24,Test Type:K,Remote Testing:,b8367a67-2540-4f9b-955c-dddfe66e834d
https://www.shl.com/products/product-catalog/view/c-programming-new-4039/,C# Programming (New),"Multi-choice test that measures the knowledge of C# programming structure, functions, collections, enumeration, exception handling, OOPs constructs, inheritance, event handling and operator overloading.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9,Test Type:K,Remote Testing:,b4ea191d-f352-424a-a758-a939812ba7f1
https://www.shl.com/products/product-catalog/view/cloud-computing-new/,Cloud Computing (New),"Multi-choice test that measures the knowledge of cloud computing concepts, cloud service models, virtualization and private clouds.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8,Test Type:K,Remote Testing:,3ebac0af-f261-4789-ab81-ed8cee4ad5b8
https://www.shl.com/products/product-catalog/view/ceramic-engineering-new/,Ceramic Engineering (New),"Multi-choice test that measures the knowledge of classification of ceramic materials, production of ceramics and thermodynamics.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12,Test Type:K,Remote Testing:,808b54c3-8ee8-403e-b8b6-a4f3ef53cd65
https://www.shl.com/products/product-catalog/view/biztalk-new/,BizTalk (New),"Multi-choice test that measures the knowledge of BizTalk architecture, pipelines, adapters, business process techniques and BizTalk administration.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 16,Test Type:K,Remote Testing:,33ceec49-ea1e-480c-92df-c818f8fc82d8
https://www.shl.com/products/product-catalog/view/cardiology-and-diabetes-management-new/,Cardiology and Diabetes Management (New),"Multi-choice test that measures the knowledge of how to control and manage cardiovascular diseases and diabetes, and understanding of the diagnostic tests used for them.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 4,Test Type:K,Remote Testing:,43cf0509-0fb8-4a32-903f-a01443f12b64
https://www.shl.com/products/product-catalog/view/computer-science-new/,Computer Science (New),"Multi-choice test that measures the knowledge of operating system, computer architecture, DBMS and basics of computer networks and communication.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12,Test Type:K,Remote Testing:,35024a5c-88a9-4860-b909-9135d9ce0646
https://www.shl.com/products/product-catalog/view/cardiology-and-diabetes-management-new/,Cardiology and Diabetes Management (New),"Multi-choice test that measures the knowledge of how to control and manage cardiovascular diseases and diabetes, and understanding of the diagnostic tests used for them.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 4,Test Type:K,Remote Testing:,493ea3fb-43b2-4ebd-af6d-24df3a08a024
https://www.shl.com/products/product-catalog/view/civil-engineering-new/,Civil Engineering (New),"Multi-choice test that measures the knowledge of structural engineering, transportation engineering, surveying, geotechnical engineering and water resources engineering.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 10,Test Type:K,Remote Testing:,30ffc490-2433-46a7-b69f-7e12ace1cd24
https://www.shl.com/products/product-catalog/view/cloud-computing-new/,Cloud Computing (New),"Multi-choice test that measures the knowledge of cloud computing concepts, cloud service models, virtualization and private clouds.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8,Test Type:K,Remote Testing:,7be4658c-0a4c-409c-8f41-18ff41f77f29
https://www.shl.com/products/product-catalog/view/contact-center-call-simulation-new/,Contact Center Call Simulation (New),Simulation based test that measures the ability to handle customer concerns over a call by referring to standard process documents. It also measures typing and documentation skills.,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 15,Test Type:S,Remote Testing:,ef44821f-dffb-44a4-8fdf-b1a9f09c6484
https://www.shl.com/products/product-catalog/view/core-java-entry-level-new/,Core Java (Entry Level) (New),"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generic class and inner class.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 13,Test Type:K,Remote Testing:,23838e3e-960f-4fe1-823f-f6fef6a786e3
https://www.shl.com/products/product-catalog/view/cloud-computing-new/,Cloud Computing (New),"Multi-choice test that measures the knowledge of cloud computing concepts, cloud service models, virtualization and private clouds.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8,Test Type:K,Remote Testing:,62e6b37d-a77d-46b3-96a7-2c935d33c28c
https://www.shl.com/products/product-catalog/view/c-programming-new/,C Programming (New),"Multi-choice test that measures the knowledge of C programming basics, functions, arrays, composed data types, and advanced C concepts like SLF, file handling and dynamic memory.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,Test Type:K,Remote Testing:,f58df06e-2912-4fe5-a6e7-6bc76e11de5a
https://www.shl.com/products/product-catalog/view/c-programming-new-4122/,C++ Programming (New),Multi-choice test that measures the knowledge of programming in the C++ language and the ability to use the C++ standard library to write code.,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,Test Type:K,Remote Testing:,440e16fc-3410-4511-ab0b-196af7042b1d
https://www.shl.com/products/product-catalog/view/cisco-appdynamics-new/,Cisco AppDynamics (New),"Multi-choice test that measures the knowledge of application analytics, performance management, and AppDynamics essentials like controller UI, custom dashboard, reports and monitoring.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9,Test Type:K,Remote Testing:,ce444abd-39fb-4f24-8774-1e868eefa6da
https://www.shl.com/products/product-catalog/view/cloud-computing-new/,Cloud Computing (New),"Multi-choice test that measures the knowledge of cloud computing concepts, cloud service models, virtualization and private clouds.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8,Test Type:K,Remote Testing:,ec2f1e21-1c9a-41d4-a28d-08ef88b228e3
https://www.shl.com/products/product-catalog/view/chemical-engineering-new/,Chemical Engineering (New),"Multi-choice test that measures the conceptual knowledge of transport phenomena, chemical process engineering and technology, chemical process principles, stoichiometry and process calculations.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 13,Test Type:K,Remote Testing:,cf0b9500-a2f2-48d2-8375-e5e56fe03fa3
https://www.shl.com/products/product-catalog/view/c-programming-new-4122/,C++ Programming (New),Multi-choice test that measures the knowledge of programming in the C++ language and the ability to use the C++ standard library to write code.,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,Test Type:K,Remote Testing:,2a81a216-4f8e-4fdc-a607-6d4b9ff56767
https://www.shl.com/products/product-catalog/view/civil-engineering-new/,Civil Engineering (New),"Multi-choice test that measures the knowledge of structural engineering, transportation engineering, surveying, geotechnical engineering and water resources engineering.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 10,Test Type:K,Remote Testing:,9ec6ad49-c40c-4eab-9bb4-fd2f2717429d
https://www.shl.com/products/product-catalog/view/cardiology-and-diabetes-management-new/,Cardiology and Diabetes Management (New),"Multi-choice test that measures the knowledge of how to control and manage cardiovascular diseases and diabetes, and understanding of the diagnostic tests used for them.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 4,Test Type:K,Remote Testing:,d7c715cf-01bc-4324-8b60-b2d0cda052b7
https://www.shl.com/products/product-catalog/view/cobol-programming-new/,COBOL Programming (New),"Multi-choice test that measures the knowledge of COBOL programming fundamentals, programming structure and different types of application processing.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,Test Type:K,Remote Testing:,635ee3b1-2fc0-4c4e-ace0-91aed7ee304b
https://www.shl.com/products/product-catalog/view/ceramic-engineering-new/,Ceramic Engineering (New),"Multi-choice test that measures the knowledge of classification of ceramic materials, production of ceramics and thermodynamics.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12,Test Type:K,Remote Testing:,7126878c-e909-4976-9820-b3487d120a64
https://www.shl.com/products/product-catalog/view/cobol-programming-new/,COBOL Programming (New),"Multi-choice test that measures the knowledge of COBOL programming fundamentals, programming structure and different types of application processing.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,Test Type:K,Remote Testing:,014f1e5b-3b05-464e-980f-cc48110c105f
https://www.shl.com/products/product-catalog/view/cisco-appdynamics-new/,Cisco AppDynamics (New),"Multi-choice test that measures the knowledge of application analytics, performance management, and AppDynamics essentials like controller UI, custom dashboard, reports and monitoring.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9,Test Type:K,Remote Testing:,13ccae5e-b3a1-448f-93a1-bef09c3945dd
https://www.shl.com/products/product-catalog/view/computer-science-new/,Computer Science (New),"Multi-choice test that measures the knowledge of operating system, computer architecture, DBMS and basics of computer networks and communication.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12,Test Type:K,Remote Testing:,747dd503-7277-45db-a10e-ec419d25cd5d
https://www.shl.com/products/product-catalog/view/civil-engineering-new/,Civil Engineering (New),"Multi-choice test that measures the knowledge of structural engineering, transportation engineering, surveying, geotechnical engineering and water resources engineering.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 10,Test Type:K,Remote Testing:,34798fa5-cbdf-48a8-a253-14188376f724
https://www.shl.com/products/product-catalog/view/cisco-appdynamics-new/,Cisco AppDynamics (New),"Multi-choice test that measures the knowledge of application analytics, performance management, and AppDynamics essentials like controller UI, custom dashboard, reports and monitoring.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9,Test Type:K,Remote Testing:,c2d83f7a-4a41-41da-ae9e-1e1793a3f574
https://www.shl.com/products/product-catalog/view/core-java-advanced-level-new/,Core Java (Advanced Level) (New),"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, files and exception handling, and advanced Java concepts like generics, collections, threads, strings and concurrency.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 13,Test Type:K,Remote Testing:,d6b32da4-1461-4094-a049-3c036607f830
https://www.shl.com/products/product-catalog/view/cobol-programming-new/,COBOL Programming (New),"Multi-choice test that measures the knowledge of COBOL programming fundamentals, programming structure and different types of application processing.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,Test Type:K,Remote Testing:,2817ce09-1726-4109-8548-1f06dc35e89a
https://www.shl.com/products/product-catalog/view/count-out-the-money/,Count Out The Money,The Count out the Money –US test measures a candidate’s money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis.,"Entry-Level,","English (USA), English (Australia), English (Canada), English International, English (South Africa),",Approximate Completion Time in minutes = 5,Test Type:KS,Remote Testing:,7866d808-cafa-4691-b78a-b515b66e7aab
https://www.shl.com/products/product-catalog/view/css3-new/,CSS3 (New),Multi-choice test that measures the knowledge of CSS3 and its application in providing style to web documents.,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8,Test Type:K,Remote Testing:,98d4b6df-7a19-4b03-948e-b3dd0d211b53
https://www.shl.com/products/product-catalog/view/cloud-computing-new/,Cloud Computing (New),"Multi-choice test that measures the knowledge of cloud computing concepts, cloud service models, virtualization and private clouds.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8,Test Type:K,Remote Testing:,cb65d754-b506-4f2d-bf58-90e56628924c
https://www.shl.com/products/product-catalog/view/culinary-skills-new/,Culinary Skills (New),"Multi-choice test that measures the knowledge of cooking principles, cooking equipment, meal preparation and presentation, and kitchen safety.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 7,Test Type:K,Remote Testing:,142d6c9a-6a84-4fe4-9ca7-da391d43ddd7
https://www.shl.com/products/product-catalog/view/c-programming-new-4039/,C# Programming (New),"Multi-choice test that measures the knowledge of C# programming structure, functions, collections, enumeration, exception handling, OOPs constructs, inheritance, event handling and operator overloading.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9,Test Type:K,Remote Testing:,08cbc608-b5ae-4d9a-8a26-08e165c17659
https://www.shl.com/products/product-catalog/view/contact-center-call-simulation-new/,Contact Center Call Simulation (New),Simulation based test that measures the ability to handle customer concerns over a call by referring to standard process documents. It also measures typing and documentation skills.,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 15,Test Type:S,Remote Testing:,6d13f813-41a8-4f71-a8eb-8bbdb2dd9be0
https://www.shl.com/products/product-catalog/view/c-programming-new/,C Programming (New),"Multi-choice test that measures the knowledge of C programming basics, functions, arrays, composed data types, and advanced C concepts like SLF, file handling and dynamic memory.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,Test Type:K,Remote Testing:,a1549e68-e9c0-4278-898c-49e26596775a
https://www.shl.com/products/product-catalog/view/chemical-engineering-new/,Chemical Engineering (New),"Multi-choice test that measures the conceptual knowledge of transport phenomena, chemical process engineering and technology, chemical process principles, stoichiometry and process calculations.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 13,Test Type:K,Remote Testing:,a69b0e9d-82df-4717-baea-096c97813c06
https://www.shl.com/products/product-catalog/view/computer-science-new/,Computer Science (New),"Multi-choice test that measures the knowledge of operating system, computer architecture, DBMS and basics of computer networks and communication.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12,Test Type:K,Remote Testing:,016e4c4c-9c4f-4562-9ece-487d02dfd583
https://www.shl.com/products/product-catalog/view/c-programming-new-4039/,C# Programming (New),"Multi-choice test that measures the knowledge of C# programming structure, functions, collections, enumeration, exception handling, OOPs constructs, inheritance, event handling and operator overloading.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9,Test Type:K,Remote Testing:,5ad56710-9cc4-40df-bd3f-7460970093f7
https://www.shl.com/products/product-catalog/view/ceramic-engineering-new/,Ceramic Engineering (New),"Multi-choice test that measures the knowledge of classification of ceramic materials, production of ceramics and thermodynamics.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12,Test Type:K,Remote Testing:,a4d4ef5d-fa31-48e5-9f85-a93d3a9054f5
https://www.shl.com/products/product-catalog/view/c-programming-new-4122/,C++ Programming (New),Multi-choice test that measures the knowledge of programming in the C++ language and the ability to use the C++ standard library to write code.,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,Test Type:K,Remote Testing:,8ad8019e-ae98-4933-80cb-e2e60c0c0fe2
https://www.shl.com/products/product-catalog/view/cisco-appdynamics-new/,Cisco AppDynamics (New),"Multi-choice test that measures the knowledge of application analytics, performance management, and AppDynamics essentials like controller UI, custom dashboard, reports and monitoring.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9,Test Type:K,Remote Testing:,82705f2d-fbf4-47c9-aad3-d0b9abdb14da
https://www.shl.com/products/product-catalog/view/cardiology-and-diabetes-management-new/,Cardiology and Diabetes Management (New),"Multi-choice test that measures the knowledge of how to control and manage cardiovascular diseases and diabetes, and understanding of the diagnostic tests used for them.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 4,Test Type:K,Remote Testing:,f157c5c7-1e5c-44d5-b038-4416ae39c34c
https://www.shl.com/products/product-catalog/view/civil-engineering-new/,Civil Engineering (New),"Multi-choice test that measures the knowledge of structural engineering, transportation engineering, surveying, geotechnical engineering and water resources engineering.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 10,Test Type:K,Remote Testing:,72e09828-13e4-44e5-a321-c37686541463
https://www.shl.com/products/product-catalog/view/computer-science-new/,Computer Science (New),"Multi-choice test that measures the knowledge of operating system, computer architecture, DBMS and basics of computer networks and communication.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12,Test Type:K,Remote Testing:,f6d310d0-df0f-4248-8b32-65af085d16c1
https://www.shl.com/products/product-catalog/view/chemical-engineering-new/,Chemical Engineering (New),"Multi-choice test that measures the conceptual knowledge of transport phenomena, chemical process engineering and technology, chemical process principles, stoichiometry and process calculations.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 13,Test Type:K,Remote Testing:,b5db370f-9c89-48ca-951e-e261afd0990f
https://www.shl.com/products/product-catalog/view/cloud-computing-new/,Cloud Computing (New),"Multi-choice test that measures the knowledge of cloud computing concepts, cloud service models, virtualization and private clouds.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8,Test Type:K,Remote Testing:,f6544eb7-33e2-4028-b423-fa6e9932c382
https://www.shl.com/products/product-catalog/view/cloud-computing-new/,Cloud Computing (New),"Multi-choice test that measures the knowledge of cloud computing concepts, cloud service models, virtualization and private clouds.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8,Test Type:K,Remote Testing:,2416552f-22b1-4982-945a-a6a134910fe5
https://www.shl.com/products/product-catalog/view/cobol-programming-new/,COBOL Programming (New),"Multi-choice test that measures the knowledge of COBOL programming fundamentals, programming structure and different types of application processing.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,Test Type:K,Remote Testing:,194ba120-7a10-4ba5-9c22-69c2aeea81e9
https://www.shl.com/products/product-catalog/view/cobol-programming-new/,COBOL Programming (New),"Multi-choice test that measures the knowledge of COBOL programming fundamentals, programming structure and different types of application processing.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 10,Test Type:K,Remote Testing:,3979834c-c2dd-4251-bcd0-79956b7a5f70
https://www.shl.com/products/product-catalog/view/core-java-advanced-level-new/,Core Java (Advanced Level) (New),"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, files and exception handling, and advanced Java concepts like generics, collections, threads, strings and concurrency.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 13,Test Type:K,Remote Testing:,a8391378-7d4c-49c0-808e-3b02cef401c9
https://www.shl.com/products/product-catalog/view/contact-center-call-simulation-new/,Contact Center Call Simulation (New),Simulation based test that measures the ability to handle customer concerns over a call by referring to standard process documents. It also measures typing and documentation skills.,"Entry-Level,","English (USA),",Approximate Completion Time in minutes = 15,Test Type:S,Remote Testing:,801399ec-7532-4ba9-a47a-4b91ddbd43d4
https://www.shl.com/products/product-catalog/view/computer-science-new/,Computer Science (New),"Multi-choice test that measures the knowledge of operating system, computer architecture, DBMS and basics of computer networks and communication.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 12,Test Type:K,Remote Testing:,ba237cd2-21f4-482b-ae90-1ea7c013178f
https://www.shl.com/products/product-catalog/view/count-out-the-money/,Count Out The Money,The Count out the Money –US test measures a candidate’s money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis.,"Entry-Level,","English (USA), English (Australia), English (Canada), English International, English (South Africa),",Approximate Completion Time in minutes = 5,Test Type:KS,Remote Testing:,277031b2-56a2-410e-82f9-532cc6b47f75
https://www.shl.com/products/product-catalog/view/core-java-entry-level-new/,Core Java (Entry Level) (New),"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generic class and inner class.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 13,Test Type:K,Remote Testing:,170cb1ee-60a8-4220-8bd0-b1229b4c8b0b
https://www.shl.com/products/product-catalog/view/css3-new/,CSS3 (New),Multi-choice test that measures the knowledge of CSS3 and its application in providing style to web documents.,"Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 8,Test Type:K,Remote Testing:,35fa846a-8fe9-4cdc-b03e-d6b8d3539e59
https://www.shl.com/products/product-catalog/view/culinary-skills-new/,Culinary Skills (New),"Multi-choice test that measures the knowledge of cooking principles, cooking equipment, meal preparation and presentation, and kitchen safety.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),",Approximate Completion Time in minutes = 7,Test Type:K,Remote Testing:,184f6d6a-10c4-4599-80e4-bebbd03bc72d
https://www.shl.com/products/product-catalog/view/cardiology-and-diabetes-management-new/,Cardiology and Diabetes Management (New),"Multi-choice test that measures the knowledge of how to control and manage cardiovascular diseases and diabetes, and understanding of the diagnostic tests used for them.","Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 4,Test Type:K,Remote Testing:,4248d17c-2b4c-4588-85df-5f19ad8dbce4
https://www.shl.com/products/product-catalog/view/cisco-appdynamics-new/,Cisco AppDynamics (New),"Multi-choice test that measures the knowledge of application analytics, performance management, and AppDynamics essentials like controller UI, custom dashboard, reports and monitoring.","Mid-Professional, Professional Individual Contributor,","English (USA),",Approximate Completion Time in minutes = 9,Test Type:K,Remote Testing:,4e27d8cb-add0-4c22-91f1-090a467bc2e4
